"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDM20","OUT045",3898.79398512353
"NCI06","OUT010",412.339434414509
"DRM11","OUT035",4446.09574913373
"NCH07","OUT018",2174.4831930959
"FDS23","OUT013",2116.83688815807
"FDO49","OUT018",655.586248032531
"FDS35","OUT049",1095.73971647144
"DRK39","OUT045",1242.00471574335
"DRI39","OUT049",934.630125734021
"FDV04","OUT017",2619.89605426001
"NCN14","OUT035",3099.72912878203
"FDH08","OUT013",3757.98646713387
"FDS20","OUT046",2997.26420837861
"FDV40","OUT049",1203.40792569318
"FDZ48","OUT010",243.36284222227
"FDS24","OUT027",2325.27224223961
"FDK44","OUT049",2922.82109961016
"FDS48","OUT045",2322.53756305774
"FDK26","OUT010",549.968511955488
"FDD23","OUT045",3032.67693127621
"NCH54","OUT017",2670.33809671514
"NCP14","OUT010",240.833186484671
"FDM60","OUT010",92.5719505771502
"FDV24","OUT017",2527.13727275914
"FDH08","OUT018",3224.36316959919
"FDS12","OUT027",3395.8771697378
"FDR39","OUT027",4808.08969877945
"FDP12","OUT027",969.682677590512
"DRF60","OUT027",6323.59119646844
"FDC09","OUT035",1760.79603419967
"FDF50","OUT018",2833.81019373744
"FDG28","OUT035",4131.28668054733
"NCE19","OUT017",910.688438912248
"NCM53","OUT010",252.157504858078
"NCN18","OUT049",1830.32643513892
"FDF32","OUT035",3405.35367432415
"FDF11","OUT013",3970.9106401813
"DRI59","OUT049",3761.41920841986
"NCG54","OUT035",2858.59612784292
"FDM44","OUT046",1640.02729780157
"FDT57","OUT018",3282.81277588518
"FDV24","OUT046",2453.95454795391
"FDI50","OUT019",693.173860696141
"FDS09","OUT035",872.064550847754
"NCC31","OUT027",4093.45381870734
"FDQ07","OUT019",633.915048296404
"FDC22","OUT017",3271.81919506805
"FDZ56","OUT046",2752.00900272101
"FDZ40","OUT019",99.0727096195557
"FDS46","OUT027",3157.47473780877
"DRD24","OUT045",2177.72619797703
"FDV45","OUT017",3147.79337152111
"FDL26","OUT045",2452.58432859287
"FDA56","OUT018",1707.6735599755
"FDN27","OUT046",1898.4226661819
"FDM20","OUT049",4140.23827334905
"FDO16","OUT017",1336.85424686235
"FDL03","OUT035",3366.3585429731
"FDE58","OUT046",1875.18987503003
"FDI02","OUT027",3028.54913430831
"NCC55","OUT019",82.4609539291372
"FDR03","OUT018",2908.44556729401
"FDB14","OUT017",1570.85125281235
"FDR45","OUT013",3884.87432869792
"NCN07","OUT017",2152.82106028405
"FDM51","OUT019",264.767818924563
"FDT52","OUT027",6508.08688200195
"FDL26","OUT046",2525.83314869443
"NCZ42","OUT046",3867.94579309963
"DRI47","OUT019",332.628300214695
"FDW40","OUT013",2228.89256590852
"FDN34","OUT046",2771.09377484409
"FDS01","OUT035",3069.62667315026
"NCG55","OUT045",1777.82123469927
"FDC11","OUT035",1487.1605976171
"FDX35","OUT018",3291.70144209919
"NCB06","OUT046",2610.01773478157
"FDR09","OUT019",665.888596226794
"FDC53","OUT017",1563.28701376582
"FDY45","OUT013",4102.41129419473
"FDA22","OUT010",453.550286305371
"FDE02","OUT035",1635.59599324587
"FDW21","OUT045",1583.98445241939
"FDV34","OUT046",1195.00932527493
"FDS59","OUT049",1854.08588424369
"NCW17","OUT017",2127.98979346711
"NCK54","OUT046",1871.56879231031
"FDG17","OUT019",592.547115010881
"FDG35","OUT017",2941.39043821165
"FDD08","OUT010",86.529184544076
"NCO07","OUT017",3544.59116458297
"FDJ10","OUT010",387.854991350573
"FDW36","OUT017",1719.59393955469
"FDW21","OUT010",255.614940398077
"FDY19","OUT017",1960.20832802208
"DRE03","OUT013",718.930582969622
"NCC55","OUT049",622.480143978823
"FDH52","OUT010",128.779826715311
"FDO09","OUT017",4526.55565106306
"FDU43","OUT045",3823.46606552107
"FDX09","OUT010",425.83863856329
"FDH40","OUT019",177.958287367464
"FDW58","OUT017",1715.23556547811
"FDC47","OUT017",3813.90750623445
"NCR41","OUT035",1592.95426810887
"DRG49","OUT035",4200.38139272441
"FDC52","OUT027",4015.18240080781
"FDY13","OUT046",1212.50515394508
"FDY35","OUT013",713.232297840116
"FDI35","OUT017",3069.16908535664
"NCU18","OUT049",2324.35013859098
"FDY33","OUT018",2228.11050544213
"FDC15","OUT027",4125.90715962848
"FDU01","OUT049",3174.21273294237
"NCU42","OUT046",2727.57419746496
"NCV29","OUT018",2482.08279876939
"NCY30","OUT017",3011.71206690207
"FDQ46","OUT049",1862.85133239425
"FDG58","OUT027",4127.8029071494
"FDK33","OUT017",3550.29412916468
"NCD07","OUT045",1779.3887331329
"NCX29","OUT027",3861.19390409974
"NCT42","OUT013",2358.39204220575
"DRN59","OUT035",765.286533964429
"FDI44","OUT035",1336.55582058091
"FDA45","OUT049",2961.65291395277
"FDP31","OUT045",1032.56242242939
"FDY01","OUT046",1920.09160778825
"FDT09","OUT018",1851.65220665312
"DRH03","OUT027",2463.53126120948
"FDA36","OUT018",2588.45892203268
"NCF31","OUT017",2539.34941900025
"FDG14","OUT049",2589.27554743364
"FDG28","OUT027",6525.71208016758
"FDU14","OUT049",4074.5598486458
"FDY47","OUT019",381.961455838921
"FDI56","OUT049",1509.15344541908
"DRD01","OUT013",906.286281265943
"FDM22","OUT046",888.019468053407
"FDH33","OUT013",668.067419206869
"DRZ24","OUT013",1894.43930224935
"NCQ38","OUT046",1688.66945723768
"FDO16","OUT027",2191.06440777105
"FDU07","OUT027",3984.85853342459
"NCB07","OUT013",3087.69783788666
"FDU48","OUT045",2033.01114881416
"NCM43","OUT045",2567.47399310018
"FDR31","OUT010",396.400255131492
"DRK49","OUT018",558.609827322757
"NCI30","OUT010",566.764678006398
"DRD60","OUT017",3015.87130647517
"NCG19","OUT046",3807.0711249368
"FDH12","OUT035",1770.46870821201
"FDM32","OUT035",1542.95111406663
"FDM27","OUT035",2701.67192836344
"NCU53","OUT027",4441.42267159631
"NCQ18","OUT046",1583.9378131357
"FDS10","OUT013",2853.19390718552
"FDB33","OUT027",4189.36966513275
"FDI12","OUT013",1383.87750146277
"NCW42","OUT013",3525.27839751892
"NCC06","OUT018",1743.98303428047
"FDW02","OUT017",2074.11500363375
"NCD43","OUT017",1714.96159994811
"FDM57","OUT018",1156.53655916398
"FDA58","OUT017",3991.33420241541
"FDK56","OUT046",3041.85296985568
"FDP52","OUT045",3567.68759716336
"FDW20","OUT018",1706.64922049143
"FDS52","OUT049",1615.39093241478
"NCT29","OUT018",1664.42006549849
"NCL54","OUT013",2811.1563153213
"FDC05","OUT045",3063.94506068043
"FDF34","OUT035",3392.93052720063
"FDP03","OUT027",3347.3445055634
"FDD32","OUT010",208.377410700223
"FDZ10","OUT045",1965.23210816715
"FDZ40","OUT035",885.771431980743
"FDD51","OUT018",580.63840585398
"NCY30","OUT019",398.829135725999
"FDP58","OUT017",3665.64558684758
"FDV49","OUT017",4517.83279337321
"FDY24","OUT019",136.572334004863
"NCO55","OUT017",1781.43269386386
"FDR13","OUT017",1990.49116848919
"FDS51","OUT017",1024.10957513917
"FDP26","OUT045",1586.21323949818
"NCB54","OUT027",3450.04278653064
"FDF32","OUT017",3312.53350208762
"FDN31","OUT018",2651.69660853771
"DRM48","OUT017",593.527469257109
"FDN20","OUT049",2814.88603326756
"DRL01","OUT046",3844.98323002423
"FDV56","OUT049",1801.89277932455
"DRH13","OUT027",2856.67408058589
"FDA03","OUT017",2383.65531173267
"FDF47","OUT027",6013.21525964079
"FDX32","OUT046",2418.08352700891
"FDX57","OUT049",1608.40817086124
"NCA30","OUT045",2947.40181475659
"FDO49","OUT013",764.987425630377
"FDL04","OUT019",200.727821325314
"DRM48","OUT035",624.292358424784
"FDR16","OUT013",3397.78661978876
"NCC19","OUT018",2670.23706813619
"NCE42","OUT045",3635.36349379847
"FDY24","OUT017",922.39988184234
"FDH19","OUT049",2915.04364498252
"FDJ46","OUT013",2776.68562731859
"FDN45","OUT010",555.254008593586
"FDY08","OUT035",2432.34685148917
"FDZ37","OUT035",1500.02477376866
"NCT30","OUT045",723.921240650465
"DRY23","OUT018",583.639355841484
"NCZ30","OUT018",1664.95677434316
"FDC44","OUT018",1576.9222580426
"FDB45","OUT035",1762.92297576602
"FDY04","OUT013",2569.33201513782
"FDM27","OUT046",2630.24453644359
"FDZ43","OUT017",4140.7987970262
"FDT39","OUT019",409.347674454454
"NCC06","OUT019",271.362557571584
"FDL15","OUT027",4080.44874225328
"FDL57","OUT017",4385.55303064412
"FDU08","OUT046",1598.06104245221
"FDK40","OUT017",4344.87666656022
"FDQ12","OUT010",554.375119693046
"FDS48","OUT017",2501.01689962806
"FDP09","OUT045",3295.5299057372
"FDW21","OUT049",1660.80553612898
"FDY25","OUT035",3118.78821181903
"DRE13","OUT017",1417.24155052129
"FDV43","OUT019",99.2598329459281
"FDD22","OUT045",1733.57737628447
"FDM46","OUT019",230.374038470948
"NCO30","OUT010",400.52001373345
"FDM25","OUT046",2771.05178023679
"NCN41","OUT049",2042.84079570389
"FDU24","OUT045",1468.87180815896
"FDZ50","OUT046",2949.63127041749
"FDP45","OUT013",4105.02075041206
"NCM54","OUT045",1931.35142486443
"FDW10","OUT019",415.605418790603
"FDP20","OUT017",2126.36767237409
"FDK32","OUT046",2487.64009269177
"FDN52","OUT049",1437.41782552093
"FDM58","OUT045",1738.63272192611
"FDZ46","OUT027",2942.64447997848
"NCA18","OUT018",1599.70292974388
"FDD35","OUT046",1987.82407916602
"NCK31","OUT035",830.267094569107
"FDI40","OUT027",2649.25460647553
"FDT50","OUT019",221.087926335243
"NCT06","OUT046",2637.32652240587
"FDT31","OUT035",3194.68936580046
"FDT45","OUT049",869.66726456174
"FDT13","OUT045",2955.23824863803
"FDO50","OUT045",1423.7576250714
"NCU18","OUT010",307.412893902804
"NCR54","OUT049",3227.17437507018
"NCO18","OUT018",2443.74921842539
"FDU09","OUT045",880.843259807257
"FDT13","OUT018",2638.54211418542
"FDE09","OUT046",1821.03757582027
"NCK53","OUT019",246.584457821785
"FDG45","OUT049",3611.69587684626
"DRH15","OUT035",738.888418143155
"FDO21","OUT019",608.863695782216
"FDD14","OUT027",4949.98266449922
"FDC09","OUT046",1681.99787420687
"FDH45","OUT027",1157.03046722366
"FDV32","OUT046",1053.96081291685
"FDG12","OUT035",2035.63307987616
"FDS32","OUT013",2274.98497563011
"NCL55","OUT018",3526.40280246103
"DRE01","OUT035",4190.61639128471
"DRE15","OUT049",1233.02319347802
"NCL42","OUT045",3829.56876146831
"FDP31","OUT013",1033.9479928886
"FDN33","OUT018",1314.02442543273
"FDZ59","OUT046",2715.99507438018
"FDE45","OUT010",446.00738971573
"FDJ07","OUT013",1895.23570128536
"FDQ45","OUT018",2599.56588579546
"FDM33","OUT027",5845.77825386823
"FDO15","OUT010",182.161171217814
"FDM46","OUT013",1479.43764631695
"FDR03","OUT045",3261.49323527941
"FDY49","OUT018",2368.9269079873
"FDQ60","OUT045",1873.78628347636
"FDW10","OUT049",2915.31738152344
"FDO51","OUT049",747.423117627921
"FDJ40","OUT018",1471.90221429776
"FDS20","OUT018",2555.10025367209
"FDU45","OUT013",1808.27053279703
"FDV02","OUT035",2795.97224366305
"FDN09","OUT046",3945.33806316049
"NCM55","OUT027",4974.60321271509
"FDN23","OUT018",2079.00223154566
"FDY31","OUT010",364.6871603
"FDW03","OUT010",277.11536900558
"FDD14","OUT046",3019.64587144713
"FDV23","OUT017",2125.25756299685
"DRI03","OUT045",2672.02636906407
"FDN13","OUT035",1621.92762730431
"FDF45","OUT027",1594.18762398627
"FDU46","OUT035",1489.48469747847
"FDB57","OUT049",3772.31080756363
"FDV12","OUT049",1659.3133007708
"FDQ58","OUT013",2417.05761408195
"NCA18","OUT017",1910.74585449518
"FDH52","OUT049",997.782839990068
"FDM24","OUT018",2114.51003729803
"NCP43","OUT027",4816.64351633457
"NCO18","OUT019",404.228949567913
"FDM32","OUT017",1507.65147642675
"NCL07","OUT017",623.898044863232
"FDK03","OUT013",4047.99576242953
"FDP59","OUT017",1733.84799526666
"FDQ24","OUT049",4189.25937170055
"FDQ16","OUT018",1449.54449750206
"FDU44","OUT013",2626.18757300264
"FDH28","OUT010",76.8732556943885
"FDV28","OUT019",75.1660658304999
"FDM22","OUT045",837.928196104308
"FDR56","OUT046",3253.49001928213
"FDV39","OUT049",3291.01264254459
"FDU37","OUT019",230.199568469186
"FDQ11","OUT010",800.376641368598
"FDX02","OUT045",3399.88735545904
"NCS42","OUT018",1263.03335662858
"FDY57","OUT027",2523.56707828651
"FDB21","OUT049",4112.27915044575
"FDE28","OUT017",3833.27117934501
"FDQ55","OUT017",1911.65470460389
"FDA48","OUT049",3724.50537878274
"FDZ19","OUT045",2752.42276113253
"NCC43","OUT045",3956.52499157661
"NCV18","OUT046",1312.20653750664
"NCA42","OUT018",2186.13307865174
"FDY45","OUT046",4169.64978596704
"NCC30","OUT045",2753.5165186858
"FDM57","OUT013",1375.14263315655
"FDL09","OUT010",435.334215579569
"FDB09","OUT027",3319.83627686965
"FDT44","OUT035",2017.8969908148
"NCT06","OUT027",4338.78332131315
"FDX26","OUT049",2971.26423648142
"FDK32","OUT013",2492.22737224387
"DRA12","OUT046",2308.53999775143
"FDO46","OUT010",492.322526708802
"FDE52","OUT013",1358.69484072419
"NCH42","OUT045",3591.36850844373
"FDV08","OUT035",710.1161157421
"FDB47","OUT018",2940.66246825163
"FDC28","OUT010",210.609889011711
"FDD22","OUT046",1836.74226919004
"FDS07","OUT027",3072.13406876628
"DRI13","OUT045",3384.33510673067
"FDG32","OUT018",3135.88532066623
"FDU14","OUT017",4085.79675121752
"FDD28","OUT019",108.350614084632
"NCP41","OUT017",1820.68317652645
"FDS08","OUT049",2946.38060440586
"FDX47","OUT045",2534.579647834
"FDC53","OUT019",189.19386534726
"FDQ19","OUT035",4212.09896185555
"FDL14","OUT045",2486.21686097274
"FDM33","OUT019",560.54196986175
"FDA51","OUT045",1745.00020876678
"FDZ27","OUT018",643.581218805988
"FDT04","OUT046",641.19291126891
"DRC13","OUT049",2098.42302116359
"FDR16","OUT027",5712.02020817472
"FDQ03","OUT027",6379.01045153046
"FDE38","OUT035",2896.79505982139
"DRH23","OUT027",1506.97046287426
"FDT11","OUT019",565.412754190585
"FDD09","OUT035",3066.18568214271
"FDR40","OUT045",1247.4565201205
"FDX07","OUT017",3109.70189996967
"FDR07","OUT035",1636.58084049084
"FDA51","OUT017",1886.69274382187
"FDT59","OUT019",634.273513311635
"FDF20","OUT017",3279.63618693996
"FDR13","OUT045",1832.70109370246
"FDY26","OUT049",3450.53204004808
"FDW04","OUT017",2135.63870547331
"FDK52","OUT017",3699.73955597303
"FDN60","OUT049",2603.67170374344
"FDM09","OUT019",465.27622572667
"FDP46","OUT049",1446.51737958761
"FDB50","OUT019",209.766793312858
"NCQ29","OUT049",4389.99918269387
"FDP16","OUT027",6438.52351470758
"FDX33","OUT018",2277.53701244515
"FDP07","OUT010",491.015612772078
"FDN22","OUT046",4158.34253340361
"FDF39","OUT049",4332.82950030717
"FDS21","OUT017",1007.52404372812
"NCM42","OUT013",1696.29579332535
"FDK50","OUT019",440.985412055891
"DRF13","OUT027",3901.8665779662
"FDH35","OUT018",2294.54238981554
"FDP60","OUT018",1355.44623879048
"DRJ49","OUT027",3458.36578745913
"NCT42","OUT019",344.113984964967
"FDE38","OUT049",2839.3870166669
"FDI04","OUT049",3276.58354520799
"NCH54","OUT045",2435.58854160248
"FDT56","OUT049",989.315798433661
"DRD15","OUT018",3151.04517267803
"FDV58","OUT013",3101.84428299241
"FDP21","OUT049",3165.31156039547
"FDH05","OUT013",3710.09219425947
"FDR10","OUT027",4279.78005660223
"NCP06","OUT045",2287.62572348636
"FDF33","OUT049",1899.60393072801
"DRK37","OUT013",3035.84551509663
"DRH49","OUT045",1290.30089880555
"FDT58","OUT013",2688.84484457683
"FDD41","OUT018",1421.34438595945
"FDP40","OUT018",1502.98316902838
"FDM51","OUT027",2720.76530109712
"FDO45","OUT010",209.827909230871
"FDW33","OUT010",250.002769145156
"FDY24","OUT045",849.628567077596
"FDB10","OUT010",602.430510562814
"FDM40","OUT035",2351.36094769667
"NCI06","OUT017",2998.03086906071
"FDW12","OUT019",374.332310751059
"FDX48","OUT027",4134.20305187046
"NCW05","OUT027",2848.87534277943
"FDX27","OUT017",1551.36190802312
"DRM37","OUT045",3097.23242422808
"FDA38","OUT045",3703.8870947395
"FDR36","OUT046",651.321006223849
"FDZ45","OUT046",3226.68111288377
"FDG05","OUT017",2614.66459759412
"FDK28","OUT013",4092.20331659464
"FDV47","OUT045",1340.26647560809
"FDN21","OUT045",2486.44653827373
"FDP20","OUT027",3378.10946701017
"FDI35","OUT045",2868.63579549895
"DRY23","OUT013",696.958936460059
"FDA56","OUT017",2050.38303566032
"FDB09","OUT013",1971.57168525743
"NCO26","OUT027",3105.16515797045
"FDQ49","OUT018",2104.8040506906
"FDI52","OUT027",3190.5482604124
"FDZ44","OUT027",3132.22115182614
"FDZ09","OUT018",2269.42073599958
"FDY03","OUT049",1898.61921078232
"NCG42","OUT017",2130.15555946689
"DRI13","OUT027",5808.47958481993
"FDQ32","OUT013",2037.07631044872
"FDW16","OUT035",1507.65530232133
"FDU27","OUT046",766.182500173043
"FDR28","OUT010",347.064226606541
"FDQ49","OUT010",312.917802590431
"FDS37","OUT046",1903.0432264454
"FDW26","OUT018",3041.57198086183
"FDX12","OUT018",3394.05696228006
"NCP06","OUT013",2374.42588414635
"FDW45","OUT010",326.853591992549
"NCN30","OUT049",1541.61789330483
"FDN24","OUT049",871.058424425318
"NCL41","OUT027",869.087309813403
"FDR02","OUT019",200.811164416032
"FDD09","OUT010",446.504973768563
"FDS33","OUT010",223.088449530837
"FDU22","OUT045",1853.5508079704
"FDI53","OUT013",2584.85080496392
"DRH01","OUT049",2922.18866429221
"FDX32","OUT013",2332.40381575908
"NCP30","OUT018",532.567532215597
"FDB60","OUT045",3053.32671850081
"FDB14","OUT049",1581.10964041478
"NCP02","OUT035",969.199035327943
"FDJ10","OUT017",2382.84932722663
"FDG34","OUT046",1802.69084362053
"NCB18","OUT017",1433.30457810681
"FDM16","OUT049",1210.29514654859
"FDW25","OUT018",1178.13357525274
"FDB35","OUT010",247.287657507103
"DRN11","OUT013",2297.33601718336
"FDF41","OUT019",561.698758259119
"FDH16","OUT045",1324.44986220747
"NCQ50","OUT018",2914.85437634986
"DRH23","OUT018",780.392048788525
"DRJ37","OUT013",2431.00222403428
"DRJ24","OUT027",4930.96014396291
"FDY16","OUT035",3074.53238498235
"FDQ27","OUT045",1663.83498371021
"FDZ33","OUT045",2315.54407946056
"FDF29","OUT045",2003.46869576766
"FDA08","OUT049",2769.07224534643
"FDG31","OUT046",1046.79602304228
"FDE34","OUT019",465.929967615577
"NCR30","OUT027",1935.24460928667
"FDV33","OUT035",4479.97917273798
"DRZ24","OUT018",1663.70665092898
"NCL54","OUT035",2926.62355973087
"FDR12","OUT049",2905.59485102398
"NCC54","OUT046",3974.19500089275
"DRN59","OUT013",721.422101212403
"FDX50","OUT019",205.674087420115
"FDV31","OUT027",4782.3457537771
"NCA29","OUT027",4577.5836361009
"FDW60","OUT049",2985.28638185736
"FDX08","OUT017",3061.53810046881
"DRD49","OUT013",3840.37268726868
"FDD33","OUT046",3806.09300178884
"FDW35","OUT013",677.287309379784
"FDJ36","OUT017",1726.15649581621
"FDV51","OUT035",2821.97011191178
"FDW36","OUT046",1709.35686878572
"FDH35","OUT046",2701.96724202946
"NCS30","OUT027",3471.98735167016
"FDN49","OUT017",617.810660201386
"FDL08","OUT018",3471.50352450039
"FDI09","OUT013",4232.63073626241
"FDP19","OUT018",1810.66896845399
"FDU21","OUT010",79.1644317164316
"NCP41","OUT045",1669.97218737635
"FDY10","OUT013",1783.4771113249
"FDP12","OUT018",501.345835088975
"NCN26","OUT049",1905.25905727676
"FDK44","OUT013",2815.45369451777
"FDC28","OUT049",1762.60978362398
"FDJ41","OUT027",6946.60229784765
"NCT29","OUT035",2102.04128467443
"NCH42","OUT019",563.370659344901
"FDU60","OUT018",2331.11034790681
"FDS02","OUT045",2996.98612602112
"FDC51","OUT046",1958.53943485651
"FDU03","OUT013",2973.75330947289
"FDX39","OUT045",3369.31680737051
"NCY05","OUT010",83.0156991939772
"NCL06","OUT027",6923.08694895208
"FDD32","OUT035",1367.06220772799
"NCN41","OUT045",1910.35138469323
"NCX53","OUT049",2348.82577275829
"FDU57","OUT019",407.825291414346
"FDQ23","OUT046",1704.5738819206
"FDQ52","OUT045",3806.30395601315
"FDC14","OUT045",633.616242775418
"FDY09","OUT035",2990.02973849694
"FDQ28","OUT045",2400.33209913955
"FDV25","OUT046",3669.49801146495
"FDJ07","OUT035",1970.64390271587
"DRB25","OUT049",1754.35195878109
"FDK52","OUT019",471.246300309877
"FDY52","OUT027",1643.50472357836
"FDB28","OUT046",3150.05764834921
"FDT36","OUT035",603.508823157267
"FDV25","OUT017",3793.27098683959
"NCN07","OUT027",3455.13226911266
"FDC57","OUT017",3281.45010551069
"FDQ03","OUT018",3372.36689333032
"FDU23","OUT017",2825.58796414614
"NCX41","OUT035",3629.7363908466
"NCD06","OUT035",777.598915827662
"FDW08","OUT045",1669.41684066906
"NCU29","OUT017",2435.12577289867
"NCE06","OUT013",2570.96785099601
"FDV52","OUT010",246.684708687266
"FDB02","OUT017",3033.47086584901
"NCR18","OUT045",650.425537123404
"FDK16","OUT049",1525.77850711519
"NCQ29","OUT010",707.457577186163
"FDZ01","OUT019",288.477587117394
"FDW27","OUT035",2728.37247523276
"FDD17","OUT018",3230.98535785012
"FDW39","OUT013",2890.39954618347
"DRH59","OUT045",1115.93064500631
"FDS52","OUT013",1573.18062790459
"FDU40","OUT027",5100.59057060838
"NCF54","OUT013",2748.45162919684
"FDH46","OUT045",1616.54772660684
"NCP14","OUT049",1707.75681722847
"FDH50","OUT049",3184.13970702411
"DRF15","OUT010",283.666945226724
"FDV27","OUT027",2342.62453687933
"NCJ06","OUT049",1961.83459140275
"FDN02","OUT018",2902.18964040617
"FDQ51","OUT049",764.895352581355
